id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
244,Severance,Severance,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",2022-02-17,23.1782,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,8.4,2284
245,Rigo,Rigo,,2023-10-08,3.9533,Drama,Colombia,Spanish,8.389,319
246,Akashic Records of Bastard Magic Instructor,ロクでなし魔術講師と禁忌教典,"The Alzano Imperial Magic Academy is located in the southern part of the Alzano Empire and is among most prominent magic schools in the world, where students can learn the highest forms of magic. All those who strive to learn magic dream of studying at this academy, and its students as well as its teachers are proud to be a part of its 400-year history. Glenn Radars is a new instructor who has suddenly been appointed to teach part-time at this highly respected academy. The previously unheard-of lessons of this man known as a good-for-nothing bastard are about to begin.",2017-04-04,6.2472,"Animation, Comedy, Drama, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.4,587
247,The Beatles: Get Back,The Beatles: Get Back,"The three-part documentary series, compiled from over 60 hours of unseen footage, captures the warmth, camaraderie, and creative genius that defined the legacy of music's most iconic foursome. The series also includes – for the first time in its entirety – The Beatles' final performance at London's Savile Row.",2021-11-25,1.8345,Documentary,"New Zealand, United Kingdom",English,8.4,385
248,Young Justice,Young Justice,Teenage superheroes strive to prove themselves as members of the Justice League.,2010-11-26,22.3101,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,8.4,1172
249,The Penthouse,펜트하우스,"A woman puts everything on the line to achieve her goal of being able to move into a luxury penthouse in the Gangnam District. In the process, she gradually finds herself turning into a monster.",2020-10-26,12.5086,"Drama, Mystery",South Korea,Korean,8.4,242
250,Queen of Tears,눈물의 여왕,The queen of department stores and the prince of supermarkets weather a marital crisis—until love miraculously begins to bloom again.,2024-03-09,15.9654,"Drama, Comedy",South Korea,Korean,8.384,422
251,Dragons: Race to the Edge,Dragons: Race to the Edge,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",2015-06-26,11.5938,"Family, Kids, Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,8.4,455
252,Final Space,Final Space,"An astronaut named Gary and his planet-destroying sidekick Mooncake embark on serialized journeys through space in order to unlock the mystery of “Final Space,” the last point in the universe, if it actually does exist.",2018-02-26,6.0535,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy","United States, Canada",English,8.4,913
253,The Way of the Househusband,極主夫道,"After disappearing from the underworld, the legendary yakuza known as the ""Immortal Dragon"" resurfaces — as a fiercely devoted stay-at-home husband.",2021-04-08,5.9471,"Animation, Comedy",Japan,Japanese,8.4,473
254,The X-Files,The X-Files,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the paranormal while Scully, a skeptic, is assigned to make scientific analyses of Mulder's discoveries that debunk Mulder's work and thus return him to mainstream cases.",1993-09-10,64.2052,"Mystery, Sci-Fi & Fantasy, Crime",United States,English,8.4,3362
255,Future Boy Conan,未来少年コナン,"After the great disaster of 2008, a war that destroyed the planet, the world is now largely ocean with the continents having sunk. Conan lives on a remote island with his grandpa and nature, never having seen another human being. But one day a mysterious girl, Lana, washes up on his beach. The two become quick friends, but she’s soon kidnapped and taken to Industria, a technological remainder from the world before. Conan leaves his island in pursuit, braving new lands and many hardships with new friends and enemies just beyond the horizon.",1978-04-04,5.3176,"Animation, Action & Adventure, Sci-Fi & Fantasy, Family",Japan,Japanese,8.4,200
256,Lookism,외모지상주의,"In a society that favors good looks, a high school outcast leads a double life switching between his two bodies that are polar opposites in appearance.",2022-12-08,3.7249,"Comedy, Drama, Animation",South Korea,Korean,8.374,281
257,Slugterra,Slugterra,"Following his father's death, 15-year-old Eli Shane embraces his destiny to follow in his dad's footsteps to a secret, subterranean world called Slugterra where he is determined to be the greatest Slugslinging hero of them all!",2012-10-15,7.9563,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Family",Canada,English,8.4,876
258,The Blue Planet,The Blue Planet,"Sir David Attenborough narrates this critically acclaimed series that dives deep into the marine environment of Planet Earth. Although two-thirds of the world's surface is covered with water, scientists know less about the oceans than they do about the surface of the moon. This limited series travels from various coasts to the poles to examine watery denizens ranging from the gigantic blue whale to microscopic coral polyps.",2001-09-12,2.8222,Documentary,United Kingdom,English,8.4,370
259,Yona of the Dawn,暁のヨナ,"The legend of the Four Dragons and the origin of the land has been passed down for generations in the land of Kouka. Currently, Hiryuu Palace has no one else next in line for the throne other than the fifteen year old princess, Yona, who had been raised with care.

Finally, the night of her sixteenth birthday arrives. She expects it to be a wonderful day spent with her peace-loving father, Il, her servant and friend Hak, and her cousin Soo-won, who she had feelings for... However... That night, Yona goes to visit her father to tell him how she really feels, because he opposes to her getting married to Soo-won. However, when she gets to her room, she encounters a shocking truth. The destinies of Yona and the Four Dragons entwine in this period drama fantasy romance!",2014-10-07,7.4055,"Animation, Drama, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.372,277
260,Wednesday,Wednesday,"Smart, sarcastic and a little dead inside, Wednesday Addams investigates twisted mysteries while making new friends — and foes — at Nevermore Academy.",2022-11-23,68.6848,"Sci-Fi & Fantasy, Mystery, Comedy",United States,English,8.4,10063
261,Life,Life,"David Attenborough looks at the extraordinary ends to which animals and plants go in order to survive. Featuring epic spectacles, amazing TV firsts and examples of new wildlife behaviour.",2009-10-11,2.3188,Documentary,United Kingdom,English,8.4,379
262,Sailor Moon,美少女戦士セーラームーン,"One day, Usagi Tsukino, clumsy 2nd-year middle school student, stumbles upon a talking cat named Luna. Luna tells her that she is destined to be Sailor Moon, ""champion of love and justice"", and she must search for the fabled Moon Princess. Usagi finds friends that turn out to be destined senshi as well, and together they fight to save the world from the certain doom brought upon by the Dark Kingdom.",1992-03-07,20.294,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy, Kids",Japan,Japanese,8.369,994
263,Fire Force,炎炎ノ消防隊,"Year 198 of the Solar Era in Tokyo, special fire brigades are fighting against a phenomenon called spontaneous human combustion where humans beings are turned into living infernos called ""Infernals"". While the Infernals are first generation cases of spontaneous human combustion, later generations possess the ability to manipulate flames while retaining human form. Shinra Kusakabe, a youth who gained the nickname Devil's Footprints for his ability to ignite his feet at will, joins the Special Fire Force Company 8 which composes of other flames users as they work to extinguish any Infernals they encounter. As a faction that is creating Infernals appears, Shira begins to uncover the truth behind a mysterious fire that caused the death of his family twelve years ago.",2019-07-05,5.0704,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.366,581
264,Star Trek: The Next Generation,Star Trek: The Next Generation,"Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",1987-09-28,40.861,"Sci-Fi & Fantasy, Action & Adventure, Drama, Mystery",United States,English,8.368,1646
265,Futurama,Futurama,"The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",1999-03-28,34.0083,"Animation, Comedy, Sci-Fi & Fantasy",United States,English,8.368,3550
266,Frozen Planet,Frozen Planet,"David Attenborough travels to the end of the earth, taking viewers on an extraordinary journey across the polar regions of our planet.",2011-10-26,1.6419,Documentary,United Kingdom,English,8.4,292
267,Descendants of the Sun,태양의 후예,"After a chance meeting in a hospital, an ardent soldier falls for a gifted surgeon. Opposing philosophies tear them apart, but fate has other plans.",2016-02-24,8.1804,"Drama, Action & Adventure",South Korea,Korean,8.4,771
